timestamp,symbol,side,reason,extra
2025-08-11 19:54:32,TONUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": false}"
2025-08-11 19:54:33,TONUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": false}"
2025-08-11 19:55:09,XLMUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": false}"
2025-08-11 19:55:14,PENDLEUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": false}"
2025-08-11 19:55:15,PENDLEUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": false}"
2025-08-11 19:55:16,PENDLEUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": false}"
2025-08-11 19:55:20,TONUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": false}"
2025-08-11 19:56:26,ZROUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": false}"
2025-08-11 20:42:50,XRPUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": false}"
2025-08-11 20:46:44,NEARUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": false}"
2025-08-11 20:46:46,NEARUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": false}"
2025-08-11 20:49:13,HBARUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": false}"
2025-08-11 20:50:22,NEARUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": false}"
2025-08-11 20:51:09,BNBUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": false}"
2025-08-11 20:51:10,BNBUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": false}"
2025-08-11 21:07:02,1000BONKUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": false}"
2025-08-11 21:07:06,AEROUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": false}"
2025-08-11 21:08:41,BTCUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:08:43,BTCUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:08:44,SOLUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:08:45,SOLUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:08:46,LINKUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:08:48,LINKUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:08:49,XRPUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:08:49,XRPUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:08:50,XRPUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:08:51,XRPUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:08:52,XRPUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:08:54,XRPUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:08:55,XRPUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:08:56,XRPUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:08:57,XRPUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:08:58,XRPUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:08:59,XRPUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:00,XRPUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:01,1000PEPEUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:02,SUIUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:03,SUIUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:04,DOGEUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:05,DOGEUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:06,DOGEUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:07,DOGEUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:08,DOGEUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:09,DOGEUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:10,DOGEUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:12,DOGEUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:13,ETHUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:14,ETHUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:15,ETHUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:16,ETHUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:17,ETHUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:18,ETHUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:19,ETHUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:20,ETHUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:21,ETHUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:22,ETHUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:24,ADAUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:25,ADAUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:26,ADAUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:27,LTCUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:28,LTCUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:29,LTCUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:30,LTCUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:31,LTCUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:32,LTCUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:33,LTCUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:35,LTCUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:36,HYPEUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:36,HYPEUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:37,HYPEUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:39,PENGUUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:40,PENGUUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:41,PENGUUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:42,PENGUUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:43,AVAXUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:44,AVAXUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:45,AVAXUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:46,AVAXUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:47,AVAXUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:48,AVAXUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:50,BNBUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:51,BNBUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:52,BNBUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:53,BNBUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:54,BNBUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:55,BNBUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:56,BNBUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:57,BNBUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:58,BNBUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:09:59,BNBUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:00,BNBUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:01,BNBUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:02,BNBUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:03,BNBUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:04,BNBUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:05,BNBUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:06,BNBUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:07,BNBUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:09,BNBUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:10,BNBUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:11,BNBUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:12,BNBUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:13,BNBUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:14,BNBUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:16,BNBUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:17,BNBUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:18,XLMUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:21,XLMUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:22,CRVUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:24,CRVUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:25,CRVUSDT,long,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:26,CRVUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:27,CRVUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:29,CRVUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:30,CRVUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
2025-08-11 21:10:32,CRVUSDT,short,trend_gate_fail,"{""inst_ok"": false, ""btc_ok"": true}"
